Period,averageRating
2000-2028,5.3
2000-2028,4.9
2000-2028,8.0
2000-2028,3.2
2000-2028,7.6
2000-2028,5.1
2000-2028,4.7
2000-2028,4.8
2000-2028,7.7
2000-2028,6.8
2000-2028,6.6
2000-2028,5.2
2000-2028,7.1
2000-2028,7.9
2000-2028,4.3
2000-2028,6.2
2000-2028,6.7
2000-2028,4.6
2000-2028,5.6
2000-2028,7.7
2000-2028,4.3
1972-1999,6.3
2000-2028,7.7
2000-2028,2.5
2000-2028,8.6
2000-2028,5.3
2000-2028,6.3
2000-2028,8.6
2000-2028,7.0
2000-2028,7.0
2000-2028,6.8
2000-2028,9.0
2000-2028,6.7
1972-1999,5.6
1972-1999,6.8
2000-2028,7.9
1944-1971,6.6
2000-2028,7.3
1972-1999,6.5
1972-1999,6.8
2000-2028,5.3
1944-1971,6.5
2000-2028,4.7
1972-1999,7.2
2000-2028,5.8
2000-2028,5.0
2000-2028,5.5
2000-2028,5.2
2000-2028,7.3
1944-1971,8.0
1972-1999,7.4
1972-1999,5.6
2000-2028,7.0
1972-1999,5.8
2000-2028,8.2
2000-2028,5.8
1972-1999,6.7
2000-2028,4.5
1972-1999,7.6
1972-1999,6.8
2000-2028,6.8
1972-1999,4.0
2000-2028,7.1
1972-1999,6.9
2000-2028,6.6
1944-1971,8.4
2000-2028,8.0
2000-2028,7.4
2000-2028,4.9
2000-2028,7.1
2000-2028,5.6
1944-1971,6.0
2000-2028,9.0
1944-1971,8.2
2000-2028,6.0
2000-2028,5.8
2000-2028,6.2
1972-1999,7.2
2000-2028,7.5
1944-1971,7.5
2000-2028,5.5
2000-2028,7.2
1944-1971,5.8
2000-2028,5.5
2000-2028,6.5
1944-1971,9.1
1972-1999,7.0
2000-2028,7.5
2000-2028,6.3
2000-2028,7.1
2000-2028,6.3
2000-2028,5.3
2000-2028,4.8
2000-2028,6.4
2000-2028,4.7
2000-2028,8.0
2000-2028,6.9
2000-2028,7.3
2000-2028,7.3
2000-2028,4.6
2000-2028,7.8
2000-2028,6.3
2000-2028,7.5
1944-1971,5.2
2000-2028,7.4
2000-2028,6.3
1972-1999,5.2
2000-2028,1.5
1944-1971,6.7
1944-1971,7.5
2000-2028,7.6
1944-1971,9.1
1944-1971,9.4
2000-2028,5.6
1944-1971,9.7
2000-2028,4.9
2000-2028,5.8
1944-1971,6.2
2000-2028,4.2
2000-2028,5.8
2000-2028,6.4
2000-2028,7.9
2000-2028,5.3
2000-2028,6.9
2000-2028,5.0
2000-2028,6.3
2000-2028,7.4
2000-2028,2.7
2000-2028,5.5
2000-2028,7.7
1972-1999,5.2
2000-2028,6.5
2000-2028,6.1
1944-1971,7.1
1944-1971,6.9
1972-1999,6.9
2000-2028,5.0
2000-2028,6.4
1972-1999,7.7
1972-1999,6.7
2000-2028,5.5
2000-2028,5.1
2000-2028,5.8
2000-2028,5.3
2000-2028,6.3
2000-2028,7.2
2000-2028,5.3
2000-2028,6.4
2000-2028,5.9
2000-2028,8.5
2000-2028,3.8
2000-2028,7.5
2000-2028,3.1
2000-2028,7.1
2000-2028,7.4
2000-2028,7.9
2000-2028,9.2
2000-2028,5.8
2000-2028,4.6
2000-2028,3.0
2000-2028,5.5
2000-2028,5.4
2000-2028,5.9
2000-2028,7.8
2000-2028,7.2
2000-2028,5.0
2000-2028,5.4
2000-2028,7.9
2000-2028,4.9
2000-2028,4.9
2000-2028,3.7
2000-2028,3.5
2000-2028,5.8
2000-2028,9.3
1972-1999,8.3
2000-2028,4.8
2000-2028,4.6
2000-2028,5.0
2000-2028,8.1
2000-2028,6.7
2000-2028,8.5
2000-2028,3.2
2000-2028,4.7
2000-2028,6.8
2000-2028,7.5
2000-2028,6.2
2000-2028,3.7
2000-2028,7.5
2000-2028,5.5
2000-2028,4.9
2000-2028,5.3
2000-2028,8.3
2000-2028,6.7
2000-2028,8.1
2000-2028,6.7
2000-2028,7.5
2000-2028,8.0
2000-2028,3.4
2000-2028,6.4
2000-2028,7.1
1972-1999,6.8
2000-2028,7.5
2000-2028,6.8
2000-2028,5.7
2000-2028,7.2
1972-1999,8.1
2000-2028,7.3
2000-2028,4.7
2000-2028,6.0
1972-1999,6.6
1972-1999,7.6
2000-2028,6.7
1916-1943,5.2
2000-2028,6.1
2000-2028,5.6
2000-2028,6.5
1888-1915,5.8
2000-2028,3.5
2000-2028,5.9
1972-1999,5.5
2000-2028,8.1
2000-2028,4.1
1944-1971,9.4
2000-2028,4.8
1972-1999,8.5
2000-2028,6.8
2000-2028,6.0
2000-2028,6.5
1972-1999,8.0
1972-1999,6.1
1972-1999,7.2
2000-2028,2.6
2000-2028,7.2
2000-2028,4.4
2000-2028,4.1
1972-1999,7.0
1972-1999,8.0
1972-1999,6.2
1944-1971,9.5
2000-2028,8.0
1972-1999,5.2
2000-2028,4.7
2000-2028,4.8
2000-2028,4.9
2000-2028,6.8
2000-2028,3.3
2000-2028,6.5
1972-1999,6.7
2000-2028,5.5
1972-1999,8.6
1972-1999,9.0
2000-2028,8.2
2000-2028,3.7
2000-2028,7.0
1972-1999,9.4
1972-1999,7.2
1972-1999,6.8
2000-2028,5.5
1972-1999,7.2
1972-1999,6.4
2000-2028,8.0
2000-2028,6.7
2000-2028,7.3
1972-1999,6.9
2000-2028,6.8
1972-1999,6.7
1972-1999,6.2
2000-2028,7.6
2000-2028,5.6
2000-2028,7.1
1972-1999,7.7
2000-2028,6.9
1972-1999,7.3
1972-1999,6.5
2000-2028,4.7
1972-1999,7.6
1944-1971,7.3
2000-2028,6.3
2000-2028,4.8
1972-1999,7.1
2000-2028,6.8
2000-2028,5.3
2000-2028,6.7
1972-1999,7.8
2000-2028,6.6
2000-2028,7.2
2000-2028,6.1
2000-2028,6.4
1972-1999,6.8
2000-2028,4.8
2000-2028,8.2
2000-2028,6.2
1944-1971,4.4
2000-2028,7.9
2000-2028,6.7
2000-2028,6.4
2000-2028,5.4
2000-2028,7.2
2000-2028,2.7
1944-1971,6.0
2000-2028,7.7
1972-1999,7.8
1972-1999,3.8
2000-2028,6.9
2000-2028,7.5
2000-2028,7.2
2000-2028,8.0
2000-2028,7.4
2000-2028,7.4
2000-2028,7.2
2000-2028,6.8
2000-2028,8.4
1916-1943,5.9
2000-2028,7.2
2000-2028,6.6
2000-2028,3.2
2000-2028,7.7
2000-2028,6.5
2000-2028,7.5
2000-2028,7.5
2000-2028,3.5
2000-2028,7.2
1944-1971,5.7
2000-2028,5.7
1944-1971,8.0
2000-2028,8.0
2000-2028,6.5
1972-1999,7.8
2000-2028,4.2
2000-2028,7.9
2000-2028,7.1
1916-1943,6.0
2000-2028,4.7
2000-2028,6.4
2000-2028,8.2
2000-2028,6.8
2000-2028,7.3
2000-2028,7.6
1944-1971,9.0
2000-2028,8.8
2000-2028,7.0
1916-1943,5.1
1944-1971,7.5
2000-2028,5.5
2000-2028,6.1
2000-2028,7.9
2000-2028,5.7
2000-2028,3.1
2000-2028,6.5
1916-1943,5.4
2000-2028,6.0
2000-2028,6.0
2000-2028,4.4
2000-2028,6.6
2000-2028,6.7
2000-2028,6.6
2000-2028,7.7
2000-2028,7.5
2000-2028,6.8
2000-2028,5.8
2000-2028,7.7
2000-2028,6.9
2000-2028,4.7
2000-2028,8.0
1972-1999,7.8
2000-2028,8.3
2000-2028,6.9
2000-2028,5.4
2000-2028,6.5
1972-1999,7.0
2000-2028,6.6
2000-2028,6.4
2000-2028,2.9
2000-2028,5.5
2000-2028,4.6
2000-2028,9.2
2000-2028,5.4
1972-1999,7.1
1944-1971,7.3
2000-2028,4.5
2000-2028,6.3
2000-2028,6.7
2000-2028,7.5
2000-2028,5.9
2000-2028,7.1
2000-2028,6.8
2000-2028,6.7
1972-1999,7.5
1972-1999,3.9
2000-2028,6.4
2000-2028,5.2
2000-2028,5.0
2000-2028,7.5
2000-2028,5.1
2000-2028,4.2
1944-1971,6.9
2000-2028,4.6
2000-2028,5.5
1944-1971,8.3
2000-2028,7.9
2000-2028,8.2
1972-1999,4.3
2000-2028,6.2
2000-2028,4.6
1972-1999,4.0
1972-1999,5.3
1944-1971,7.9
2000-2028,6.6
2000-2028,7.0
2000-2028,4.0
2000-2028,4.2
2000-2028,4.5
1944-1971,6.1
2000-2028,5.2
2000-2028,5.3
2000-2028,7.6
1972-1999,6.8
2000-2028,5.9
1972-1999,5.5
2000-2028,5.6
1916-1943,5.9
2000-2028,3.2
1972-1999,7.5
2000-2028,5.7
1944-1971,3.8
1972-1999,7.0
2000-2028,4.1
2000-2028,7.3
1972-1999,5.3
2000-2028,6.2
2000-2028,5.1
1972-1999,5.1
2000-2028,5.8
2000-2028,5.5
2000-2028,6.4
2000-2028,6.7
2000-2028,8.6
2000-2028,6.6
2000-2028,5.3
2000-2028,7.3
2000-2028,8.4
2000-2028,5.6
2000-2028,8.1
2000-2028,5.1
1944-1971,4.6
2000-2028,6.7
1944-1971,6.9
2000-2028,6.1
1888-1915,6.5
1972-1999,6.4
2000-2028,8.5
2000-2028,5.8
2000-2028,7.6
2000-2028,6.5
2000-2028,5.1
2000-2028,6.4
2000-2028,7.6
2000-2028,6.3
2000-2028,3.1
2000-2028,5.8
2000-2028,7.0
2000-2028,7.4
1972-1999,5.5
2000-2028,4.9
2000-2028,7.5
2000-2028,6.6
2000-2028,6.9
2000-2028,7.4
2000-2028,5.3
2000-2028,4.3
2000-2028,7.0
2000-2028,7.3
2000-2028,6.9
2000-2028,5.0
2000-2028,5.5
2000-2028,6.9
2000-2028,7.2
1972-1999,5.9
2000-2028,8.8
2000-2028,3.9
2000-2028,6.4
1944-1971,7.6
1944-1971,6.6
1972-1999,6.2
2000-2028,3.3
2000-2028,6.5
2000-2028,5.5
2000-2028,7.6
2000-2028,7.4
2000-2028,6.8
2000-2028,7.9
2000-2028,6.5
2000-2028,6.4
2000-2028,7.5
1972-1999,8.2
2000-2028,2.7
2000-2028,5.8
2000-2028,7.6
2000-2028,6.1
2000-2028,5.3
1944-1971,5.8
2000-2028,5.3
2000-2028,4.6
2000-2028,7.3
2000-2028,6.9
2000-2028,6.7
2000-2028,7.8
2000-2028,5.0
2000-2028,5.6
2000-2028,6.8
2000-2028,4.9
1916-1943,5.9
2000-2028,5.0
1972-1999,6.6
2000-2028,5.8
1944-1971,7.6
2000-2028,7.8
2000-2028,6.1
1972-1999,7.7
2000-2028,7.2
2000-2028,7.1
1972-1999,6.2
2000-2028,7.7
2000-2028,6.1
2000-2028,5.8
2000-2028,6.0
2000-2028,6.8
2000-2028,7.6
2000-2028,5.9
1888-1915,5.4
2000-2028,6.2
2000-2028,5.0
2000-2028,6.6
2000-2028,7.1
2000-2028,7.9
2000-2028,7.5
2000-2028,7.3
2000-2028,4.3
2000-2028,7.7
2000-2028,7.2
2000-2028,4.3
2000-2028,5.1
2000-2028,5.6
1944-1971,6.4
2000-2028,4.8
1972-1999,5.2
2000-2028,6.4
1972-1999,8.2
1972-1999,6.7
2000-2028,4.8
2000-2028,6.8
2000-2028,8.1
2000-2028,6.9
2000-2028,2.6
2000-2028,6.1
2000-2028,2.9
2000-2028,7.4
2000-2028,5.5
2000-2028,7.2
2000-2028,8.3
2000-2028,5.7
2000-2028,6.9
2000-2028,5.3
2000-2028,5.3
2000-2028,7.7
2000-2028,7.2
2000-2028,6.8
2000-2028,4.6
2000-2028,7.0
2000-2028,7.3
2000-2028,7.8
2000-2028,7.0
2000-2028,6.9
2000-2028,6.0
2000-2028,8.6
2000-2028,5.6
2000-2028,3.7
2000-2028,5.7
2000-2028,4.1
2000-2028,8.2
2000-2028,5.4
2000-2028,4.7
2000-2028,7.5
2000-2028,8.4
2000-2028,6.9
2000-2028,6.0
2000-2028,5.1
2000-2028,6.8
2000-2028,5.3
2000-2028,5.5
2000-2028,6.4
2000-2028,4.4
2000-2028,6.5
2000-2028,3.8
2000-2028,7.4
2000-2028,5.2
2000-2028,4.7
2000-2028,7.8
2000-2028,7.1
2000-2028,6.5
2000-2028,1.8
2000-2028,7.7
2000-2028,2.2
2000-2028,9.4
2000-2028,5.8
2000-2028,7.3
2000-2028,7.4
1972-1999,8.4
2000-2028,6.6
2000-2028,7.4
2000-2028,3.1
2000-2028,3.2
2000-2028,7.5
2000-2028,8.1
1972-1999,6.9
2000-2028,7.1
2000-2028,5.9
2000-2028,6.8
2000-2028,6.7
2000-2028,6.1
2000-2028,6.8
2000-2028,7.0
2000-2028,7.4
1972-1999,8.0
2000-2028,8.0
2000-2028,5.3
2000-2028,7.8
2000-2028,9.0
2000-2028,6.1
1972-1999,4.4
1972-1999,5.7
2000-2028,7.3
2000-2028,8.3
2000-2028,5.9
2000-2028,6.1
1944-1971,5.2
2000-2028,7.3
1972-1999,7.4
2000-2028,5.9
2000-2028,6.0
2000-2028,7.2
2000-2028,6.8
1972-1999,7.2
2000-2028,6.3
1944-1971,5.7
1972-1999,8.0
2000-2028,7.4
2000-2028,5.1
2000-2028,3.6
1972-1999,6.5
2000-2028,6.7
2000-2028,6.4
2000-2028,6.8
2000-2028,7.1
2000-2028,7.1
2000-2028,6.1
2000-2028,8.6
2000-2028,6.1
2000-2028,7.4
2000-2028,7.3
1944-1971,8.1
2000-2028,3.8
2000-2028,6.3
2000-2028,6.1
2000-2028,6.3
1944-1971,8.6
1972-1999,7.5
1972-1999,4.1
2000-2028,6.1
2000-2028,3.8
2000-2028,6.2
2000-2028,6.9
2000-2028,4.1
1972-1999,6.7
2000-2028,6.4
1972-1999,6.3
2000-2028,7.7
1972-1999,4.9
1972-1999,4.5
2000-2028,3.9
2000-2028,6.1
1972-1999,5.1
2000-2028,3.4
2000-2028,6.7
2000-2028,5.5
1972-1999,5.7
2000-2028,5.3
2000-2028,7.0
1972-1999,7.3
2000-2028,7.3
1972-1999,6.2
2000-2028,7.6
1972-1999,5.2
1944-1971,9.9
2000-2028,5.8
1972-1999,5.6
2000-2028,5.3
1972-1999,8.3
1944-1971,7.0
1972-1999,5.3
1972-1999,6.7
2000-2028,6.3
2000-2028,7.0
1972-1999,6.4
1916-1943,4.6
2000-2028,6.7
2000-2028,6.8
1972-1999,7.8
2000-2028,7.0
1972-1999,6.1
2000-2028,6.3
2000-2028,6.5
2000-2028,3.9
1916-1943,2.7
2000-2028,6.7
2000-2028,7.5
2000-2028,6.2
2000-2028,8.5
1972-1999,7.2
1972-1999,6.4
2000-2028,7.8
1972-1999,6.8
1916-1943,5.0
2000-2028,4.2
1972-1999,6.0
1972-1999,5.3
1972-1999,6.5
2000-2028,8.0
2000-2028,6.0
2000-2028,6.1
2000-2028,6.8
2000-2028,6.7
1972-1999,6.8
2000-2028,6.2
2000-2028,6.5
1916-1943,5.2
2000-2028,7.2
1972-1999,6.1
2000-2028,3.1
1972-1999,6.6
1944-1971,6.3
1972-1999,7.2
1944-1971,9.4
2000-2028,6.7
1972-1999,6.0
1972-1999,6.9
1972-1999,7.2
2000-2028,2.6
1972-1999,5.0
1972-1999,5.7
1972-1999,7.9
2000-2028,5.6
2000-2028,5.8
1972-1999,5.6
2000-2028,6.5
2000-2028,3.2
2000-2028,7.6
1972-1999,9.3
1972-1999,8.2
1972-1999,5.5
2000-2028,5.5
2000-2028,7.6
1972-1999,5.6
2000-2028,6.5
2000-2028,7.9
1972-1999,7.0
1972-1999,7.2
1916-1943,4.0
1972-1999,7.9
1944-1971,5.1
2000-2028,7.5
2000-2028,3.1
2000-2028,5.7
1972-1999,3.5
1972-1999,5.9
2000-2028,6.0
2000-2028,6.1
1972-1999,4.4
2000-2028,4.9
1972-1999,5.9
1972-1999,7.6
2000-2028,7.8
1944-1971,6.7
1916-1943,5.0
2000-2028,6.2
1972-1999,7.8
2000-2028,6.3
1972-1999,6.1
1944-1971,5.7
1972-1999,8.0
2000-2028,5.3
2000-2028,3.2
1972-1999,5.2
2000-2028,7.6
2000-2028,5.6
2000-2028,8.1
2000-2028,7.3
2000-2028,4.4
2000-2028,5.4
2000-2028,3.9
2000-2028,7.4
2000-2028,4.5
1972-1999,5.8
2000-2028,5.9
2000-2028,4.2
1972-1999,6.5
1972-1999,7.2
2000-2028,5.1
2000-2028,6.2
2000-2028,5.6
2000-2028,3.8
2000-2028,4.4
2000-2028,6.7
2000-2028,5.3
2000-2028,1.9
2000-2028,3.8
2000-2028,6.7
2000-2028,6.8
2000-2028,5.1
2000-2028,6.6
2000-2028,7.4
2000-2028,5.8
2000-2028,6.1
2000-2028,6.2
2000-2028,5.8
2000-2028,6.9
2000-2028,4.9
2000-2028,5.3
2000-2028,8.7
2000-2028,5.3
2000-2028,6.6
2000-2028,7.3
2000-2028,4.5
2000-2028,6.2
2000-2028,6.9
2000-2028,6.0
2000-2028,8.2
2000-2028,4.1
2000-2028,5.7
2000-2028,6.6
2000-2028,6.3
2000-2028,6.9
2000-2028,4.9
1916-1943,4.9
2000-2028,5.9
2000-2028,4.7
2000-2028,3.6
2000-2028,3.5
2000-2028,7.4
2000-2028,6.8
2000-2028,6.6
2000-2028,4.5
2000-2028,7.7
2000-2028,6.4
2000-2028,6.6
2000-2028,6.1
2000-2028,7.4
2000-2028,6.4
1972-1999,2.0
2000-2028,7.7
2000-2028,5.1
2000-2028,7.9
2000-2028,7.1
2000-2028,7.1
2000-2028,5.7
2000-2028,5.5
2000-2028,9.0
2000-2028,5.9
2000-2028,6.6
2000-2028,6.4
2000-2028,6.0
2000-2028,6.4
2000-2028,6.1
2000-2028,6.8
2000-2028,6.1
2000-2028,7.6
1972-1999,4.4
2000-2028,6.0
1944-1971,7.5
2000-2028,5.7
2000-2028,6.7
2000-2028,4.7
2000-2028,5.1
2000-2028,7.0
2000-2028,3.2
2000-2028,8.2
2000-2028,7.6
2000-2028,5.6
2000-2028,8.0
2000-2028,8.6
1944-1971,6.9
2000-2028,4.8
2000-2028,4.4
2000-2028,5.5
1972-1999,6.0
2000-2028,3.3
2000-2028,7.2
2000-2028,7.7
2000-2028,7.7
1972-1999,4.0
1972-1999,2.3
2000-2028,7.3
2000-2028,7.3
1972-1999,2.4
2000-2028,6.6
2000-2028,4.0
2000-2028,5.2
2000-2028,5.5
2000-2028,4.7
2000-2028,6.9
2000-2028,5.0
2000-2028,4.1
1944-1971,9.3
1944-1971,5.2
1944-1971,7.8
2000-2028,7.3
1972-1999,7.5
2000-2028,7.2
2000-2028,5.6
2000-2028,5.0
2000-2028,5.0
2000-2028,6.7
1944-1971,9.3
1972-1999,5.7
1972-1999,5.8
2000-2028,5.3
2000-2028,7.8
1972-1999,4.9
1916-1943,5.9
1972-1999,5.2
1944-1971,9.2
2000-2028,7.7
1944-1971,9.7
1972-1999,7.8
2000-2028,8.8
2000-2028,4.9
1972-1999,8.2
2000-2028,6.9
2000-2028,3.4
1972-1999,4.4
1972-1999,3.9
2000-2028,7.4
2000-2028,4.7
1972-1999,6.7
1944-1971,9.8
1944-1971,9.2
1972-1999,4.9
1972-1999,8.8
1944-1971,9.2
2000-2028,7.9
2000-2028,6.4
2000-2028,7.1
1972-1999,7.7
2000-2028,6.5
1972-1999,6.1
1972-1999,6.2
2000-2028,3.5
1972-1999,5.6
2000-2028,7.3
1944-1971,8.5
2000-2028,8.2
2000-2028,6.9
2000-2028,4.9
2000-2028,6.4
2000-2028,7.2
2000-2028,4.8
1944-1971,8.9
2000-2028,5.4
2000-2028,6.0
1972-1999,8.8
2000-2028,6.8
1972-1999,7.8
2000-2028,7.1
2000-2028,8.4
1944-1971,8.7
1916-1943,6.9
2000-2028,8.3
2000-2028,7.1
2000-2028,7.2
2000-2028,5.0
2000-2028,7.9
1944-1971,8.8
2000-2028,7.6
2000-2028,5.8
2000-2028,2.3
2000-2028,5.3
2000-2028,8.8
2000-2028,8.4
2000-2028,9.1
2000-2028,7.2
1944-1971,5.7
2000-2028,6.8
2000-2028,7.0
2000-2028,6.9
2000-2028,6.9
2000-2028,6.8
2000-2028,6.1
1972-1999,7.0
2000-2028,8.1
1972-1999,4.6
2000-2028,6.9
1972-1999,7.5
2000-2028,5.0
2000-2028,6.9
2000-2028,8.1
2000-2028,6.0
2000-2028,5.4
2000-2028,6.0
2000-2028,7.3
2000-2028,6.5
2000-2028,5.2
2000-2028,6.7
1972-1999,5.9
2000-2028,8.8
2000-2028,7.3
2000-2028,6.3
2000-2028,8.1
2000-2028,5.1
1972-1999,6.4
1972-1999,6.1
1972-1999,7.0
2000-2028,7.1
2000-2028,8.8
1972-1999,7.3
2000-2028,5.5
2000-2028,4.9
1972-1999,4.9
2000-2028,7.1
2000-2028,4.8
2000-2028,4.8
2000-2028,6.7
2000-2028,6.4
2000-2028,7.0
2000-2028,4.2
2000-2028,7.5
2000-2028,6.3
1972-1999,8.2
2000-2028,4.2
2000-2028,6.5
2000-2028,4.5
2000-2028,7.1
2000-2028,5.5
2000-2028,4.7
2000-2028,7.1
2000-2028,9.0
2000-2028,1.9
2000-2028,7.9
2000-2028,6.8
2000-2028,8.1
2000-2028,5.5
2000-2028,8.6
2000-2028,8.0
2000-2028,6.5
1972-1999,6.6
2000-2028,7.1
1972-1999,5.6
2000-2028,4.4
2000-2028,7.6
2000-2028,5.9
1972-1999,4.4
2000-2028,5.5
1972-1999,5.9
2000-2028,5.0
1916-1943,3.5
2000-2028,6.6
1972-1999,5.8
1972-1999,5.1
1944-1971,7.9
2000-2028,6.6
1972-1999,7.1
1972-1999,4.4
2000-2028,6.3
1944-1971,7.1
1972-1999,7.4
1972-1999,3.5
1972-1999,5.5
2000-2028,5.9
1916-1943,6.9
1972-1999,8.1
2000-2028,3.4
1972-1999,5.8
1972-1999,5.4
2000-2028,6.9
1972-1999,5.3
1972-1999,6.6
1972-1999,4.0
2000-2028,7.4
2000-2028,6.5
2000-2028,5.6
1944-1971,3.6
1972-1999,7.6
2000-2028,8.8
2000-2028,5.3
2000-2028,7.0
2000-2028,6.3
1972-1999,5.5
1972-1999,7.5
2000-2028,6.7
2000-2028,8.2
2000-2028,4.0
2000-2028,6.5
2000-2028,7.0
1972-1999,5.7
1972-1999,6.4
2000-2028,6.5
2000-2028,6.4
2000-2028,7.1
2000-2028,6.2
2000-2028,7.2
2000-2028,7.1
2000-2028,7.3
1972-1999,8.2
2000-2028,7.5
1972-1999,6.9
2000-2028,7.1
2000-2028,6.0
2000-2028,3.9
2000-2028,6.4
1972-1999,4.9
2000-2028,5.7
2000-2028,7.8
1972-1999,9.1
1972-1999,5.7
2000-2028,6.7
2000-2028,5.3
2000-2028,8.0
2000-2028,7.3
2000-2028,7.6
2000-2028,4.9
1944-1971,4.5
2000-2028,3.1
1972-1999,7.5
2000-2028,8.3
2000-2028,5.4
1972-1999,6.8
2000-2028,6.2
2000-2028,5.5
1972-1999,6.3
1972-1999,4.4
2000-2028,5.4
2000-2028,6.2
2000-2028,4.0
2000-2028,3.9
2000-2028,4.7
2000-2028,5.3
2000-2028,5.8
2000-2028,6.2
2000-2028,6.5
2000-2028,6.3
2000-2028,4.0
2000-2028,7.1
1972-1999,7.0
1972-1999,7.4
2000-2028,6.5
2000-2028,6.7
2000-2028,6.4
2000-2028,5.3
2000-2028,6.1
2000-2028,4.6
2000-2028,6.5
2000-2028,7.9
2000-2028,6.4
2000-2028,6.9
2000-2028,7.6
1972-1999,8.2
2000-2028,8.4
1972-1999,6.4
1972-1999,4.7
2000-2028,6.2
2000-2028,8.1
2000-2028,5.8
2000-2028,6.4
2000-2028,3.0
2000-2028,8.2
2000-2028,6.2
1972-1999,8.8
2000-2028,8.9
2000-2028,5.4
2000-2028,6.4
1972-1999,3.8
1972-1999,7.1
2000-2028,5.7
2000-2028,6.0
2000-2028,6.9
2000-2028,6.3
2000-2028,8.6
1972-1999,5.9
2000-2028,8.5
2000-2028,7.0
2000-2028,4.4
2000-2028,7.3
2000-2028,4.5
1972-1999,7.9
2000-2028,9.2
2000-2028,7.8
2000-2028,6.6
2000-2028,6.9
2000-2028,6.0
2000-2028,6.4
1972-1999,5.8
1972-1999,6.3
2000-2028,5.8
1972-1999,6.8
1972-1999,6.4
2000-2028,6.7
2000-2028,5.8
1972-1999,4.8
2000-2028,7.0
1972-1999,6.1
2000-2028,7.1
1944-1971,6.7
1944-1971,4.6
1944-1971,4.6
1972-1999,8.0
2000-2028,7.3
1972-1999,8.2
1944-1971,4.7
1944-1971,7.4
2000-2028,8.2
1972-1999,6.3
1972-1999,6.4
1944-1971,5.1
1972-1999,5.5
1972-1999,5.1
1972-1999,6.8
1972-1999,5.2
2000-2028,4.5
2000-2028,6.7
2000-2028,5.9
2000-2028,6.8
2000-2028,6.8
1944-1971,7.0
2000-2028,7.2
2000-2028,6.5
1972-1999,6.3
1972-1999,6.2
2000-2028,4.9
2000-2028,6.6
2000-2028,6.7
1972-1999,6.6
2000-2028,7.4
2000-2028,5.6
2000-2028,5.8
1944-1971,5.2
2000-2028,3.9
1944-1971,5.9
1944-1971,4.8
1944-1971,3.3
1944-1971,5.2
1944-1971,6.1
1944-1971,4.0
2000-2028,5.7
2000-2028,4.2
1944-1971,5.5
2000-2028,6.0
1944-1971,4.8
1972-1999,6.1
1972-1999,7.5
2000-2028,6.1
2000-2028,6.7
2000-2028,6.0
1972-1999,5.5
1972-1999,4.1
1972-1999,6.2
1972-1999,6.0
1972-1999,3.6
2000-2028,3.8
2000-2028,6.6
2000-2028,7.2
2000-2028,6.0
1972-1999,8.8
2000-2028,5.6
2000-2028,7.9
2000-2028,8.0
2000-2028,5.6
2000-2028,7.3
2000-2028,7.8
2000-2028,6.6
2000-2028,6.9
2000-2028,4.2
2000-2028,4.3
2000-2028,5.9
2000-2028,6.5
2000-2028,5.9
2000-2028,6.8
1972-1999,6.5
2000-2028,5.3
1972-1999,6.3
2000-2028,6.5
1972-1999,8.2
2000-2028,6.9
2000-2028,8.3
2000-2028,5.5
2000-2028,5.3
2000-2028,5.7
2000-2028,7.0
2000-2028,6.6
2000-2028,7.1
2000-2028,7.6
1972-1999,5.8
2000-2028,7.6
2000-2028,7.8
2000-2028,6.0
2000-2028,5.6
2000-2028,9.2
2000-2028,7.1
2000-2028,6.6
2000-2028,6.7
2000-2028,8.0
1972-1999,8.9
1972-1999,8.5
2000-2028,8.6
2000-2028,3.1
2000-2028,5.3
2000-2028,4.8
2000-2028,6.2
2000-2028,6.7
2000-2028,5.7
1972-1999,6.0
2000-2028,4.5
2000-2028,7.6
2000-2028,5.0
2000-2028,6.2
2000-2028,6.8
1972-1999,4.5
2000-2028,5.5
2000-2028,5.9
2000-2028,6.9
2000-2028,2.7
2000-2028,5.7
2000-2028,6.3
2000-2028,5.7
2000-2028,7.4
2000-2028,6.4
2000-2028,5.4
2000-2028,7.5
1944-1971,8.0
2000-2028,7.1
2000-2028,8.6
2000-2028,6.6
2000-2028,6.5
2000-2028,4.2
2000-2028,7.7
2000-2028,6.4
2000-2028,5.1
2000-2028,6.0
1972-1999,6.8
2000-2028,7.8
2000-2028,7.9
2000-2028,4.7
2000-2028,4.7
2000-2028,3.8
2000-2028,7.2
2000-2028,7.0
2000-2028,6.2
2000-2028,7.8
2000-2028,6.3
2000-2028,6.6
1916-1943,6.3
2000-2028,3.7
2000-2028,3.2
1916-1943,6.8
2000-2028,8.3
2000-2028,7.2
2000-2028,4.4
2000-2028,8.2
2000-2028,6.4
2000-2028,1.9
2000-2028,6.9
2000-2028,6.8
2000-2028,7.2
2000-2028,6.2
2000-2028,4.2
2000-2028,3.4
2000-2028,6.0
2000-2028,3.7
2000-2028,7.1
2000-2028,5.3
2000-2028,4.2
2000-2028,4.5
2000-2028,5.5
2000-2028,6.6
2000-2028,4.8
2000-2028,6.6
2000-2028,6.0
2000-2028,7.1
2000-2028,3.8
2000-2028,4.5
2000-2028,8.1
2000-2028,6.2
2000-2028,4.4
2000-2028,6.4
2000-2028,6.0
2000-2028,7.1
2000-2028,5.7
2000-2028,4.5
2000-2028,6.5
2000-2028,4.3
1944-1971,5.8
